Origin,Mode of Transport,Distance,Travel Time,Age Group,Weather,Peak/NoPeak,Day,Carpooling,Age,Eco_Consciousness,Total Congestion,Total Travel Time,Total Costs,Total Emissions
Newcastle,Electric Car,86.9,1,45-54,Rain,No Peak,Weekday,2,50,5,1.43,1.43,7.881,3823.6
Manchester,Electric Car,48,1.6,25-34,Rain,No Peak,Weekend,2,30,7,1.64,2.624,4.38,2112
London,Electric Car,112.4,1.2,25-34,Sunny,Peak,Weekend,2,30,7,1.9,2.28,10.176,4945.6
London,Electric Car,108.5,1.7,45-54,Rain,No Peak,Weekend,2,50,5,1.64,2.788,9.825,4774
Bristol,Electric Car,65.2,1,25-34,Rain,Peak,Weekend,2,30,7,2.47,2.47,5.928,2868.8
Birmingham,Electric Car,81.3,1.3,18-24,Sunny,Peak,Weekday,2,21,8,1.65,2.145,7.377,3577.2
Liverpool,Electric Car,88.1,2.1,35-44,Sunny,No Peak,Weekday,2,40,6,1.1,2.31,7.989,3876.4
Bristol,Electric Car,106.7,1.3,35-44,Cloudy,Peak,Weekend,2,40,6,2.09,2.717,9.663,4694.8
London,Electric Car,98.8,1.3,35-44,Rain,Peak,Weekend,2,40,6,2.47,3.211,8.952,4347.2
Newcastle,Electric Car,122.6,1.5,45-54,Cloudy,Peak,Weekday,2,50,5,1.82,2.73,11.094,5394.4
Manchester,Electric Car,92.8,1.7,55-64,Rain,Peak,Weekend,2,60,4,2.47,4.199,8.412,4083.2
London,Electric Car,119.9,1.2,25-34,Cloudy,Peak,Weekend,2,30,7,2.09,2.508,10.851,5275.6
Bristol,Electric Car,136.2,1.7,55-64,Rain,No Peak,Weekday,2,60,4,1.43,2.431,12.318,5992.8
Manchester,Bus,88.1,1.8,18-24,Sunny,Peak,Weekend,3,21,8,1.72,3.096,3.524,3876.4
Bristol,Bus,73.3,1.6,35-44,Rain,Peak,Weekend,1,40,6,1.94,3.104,2.932,3225.2
Manchester,Bus,86.3,1.1,55-64,Rain,No Peak,Weekend,3,60,4,1.72,1.892,3.452,3797.2
Birmingham,Bus,141.9,1.4,25-34,Rain,Peak,Weekend,4,30,7,2.33,3.262,5.676,6243.6
Manchester,Bus,100.4,2,18-24,Cloudy,No Peak,Weekend,1,21,8,1.26,2.52,4.016,4417.6
Liverpool,Bus,125.5,1.7,45-54,Cloudy,Peak,Weekend,4,50,5,1.97,3.349,5.02,5522
Liverpool,Bus,83.9,1.6,35-44,Rain,Peak,Weekday,3,40,6,1.94,3.104,3.356,3691.6
Liverpool,Bus,57.1,1,18-24,Sunny,Peak,Weekday,3,21,8,1.5,1.5,2.284,2512.4
Manchester,Bus,78.4,1.9,18-24,Rain,Peak,Weekday,4,21,8,2.03,3.857,3.136,3449.6
London,Bus,78.9,1.6,18-24,Sunny,No Peak,Weekend,4,21,8,1.38,2.208,3.156,3471.6
Birmingham,Bus,76.4,1.2,35-44,Rain,Peak,Weekday,3,40,6,1.94,2.328,3.056,3361.6
Liverpool,Bus,76.2,1.7,55-64,Sunny,Peak,Weekend,4,60,4,1.79,3.043,3.048,3352.8
Newcastle,Bus,99.1,1.5,25-34,Rain,Peak,Weekday,3,30,7,1.94,2.91,3.964,4360.4
Manchester,Bus,49.8,1.5,18-24,Rain,Peak,Weekend,3,21,8,2.24,3.36,1.992,2191.2
Newcastle,Bus,112.9,1.9,45-54,Rain,Peak,Weekend,1,50,5,1.94,3.686,4.516,4967.6
Liverpool,Bus,98,1,18-24,Rain,Peak,Weekday,4,21,8,2.03,2.03,3.92,4312
London,Bus,139.6,1.2,18-24,Sunny,No Peak,Weekday,3,21,8,1.15,1.38,5.584,6142.4
Newcastle,Bus,131.9,1.5,45-54,Sunny,Peak,Weekday,1,50,5,1.3,1.95,5.276,5803.6
Liverpool,Bus,57.4,2.1,18-24,Cloudy,Peak,Weekend,3,21,8,1.89,3.969,2.296,2525.6
Bristol,Bus,72.5,1.4,18-24,Cloudy,No Peak,Weekday,1,21,8,1.1,1.54,2.9,3190
Birmingham,Bus,94.9,1.9,18-24,Cloudy,No Peak,Weekday,3,21,8,1.26,2.394,3.796,4175.6
Newcastle,Bus,48.4,1.5,18-24,Rain,Peak,Weekend,1,21,8,1.94,2.91,1.936,2129.6
Birmingham,Bus,51.2,1.4,35-44,Rain,Peak,Weekday,4,40,6,2.03,2.842,2.048,2252.8
Manchester,Bus,88.4,1.5,35-44,Rain,Peak,Weekend,4,40,6,2.33,3.495,3.536,3889.6
Bristol,Bus,122.1,1.3,45-54,Sunny,No Peak,Weekend,4,50,5,1.38,1.794,4.884,5372.4
Bristol,Bus,139.7,1.8,55-64,Cloudy,Peak,Weekend,3,60,4,1.89,3.402,5.588,6146.8
Manchester,Bus,99.8,1.9,18-24,Rain,No Peak,Weekday,1,21,8,1.3,2.47,3.992,4391.2
Liverpool,Bus,98.6,1.3,18-24,Cloudy,Peak,Weekend,1,21,8,1.64,2.132,3.944,4338.4
Liverpool,Bus,82.2,1.1,45-54,Sunny,Peak,Weekend,3,50,5,1.72,1.892,3.288,3616.8
Newcastle,Bus,104.6,1.4,55-64,Rain,Peak,Weekday,3,60,4,1.94,2.716,4.184,4602.4
London,Bus,109.7,1.5,35-44,Rain,No Peak,Weekend,1,40,6,1.5,2.25,4.388,4826.8
Newcastle,Bus,110.9,1.4,25-34,Rain,Peak,Weekend,3,30,7,2.24,3.136,4.436,4879.6
Bristol,Bus,111.9,1.6,25-34,Cloudy,No Peak,Weekend,1,30,7,1.26,2.016,4.476,4923.6
Newcastle,Bus,82.8,1.7,25-34,Rain,No Peak,Weekday,1,30,7,1.3,2.21,3.312,3643.2
Newcastle,Bus,87.2,1.1,35-44,Rain,No Peak,Weekend,1,40,6,1.5,1.65,3.488,3836.8
Manchester,Bus,168.1,1.7,45-54,Rain,Peak,Weekday,1,50,5,1.69,2.873,6.724,7396.4
Liverpool,Bus,153.2,1.1,25-34,Rain,No Peak,Weekday,4,30,7,1.56,1.716,6.128,6740.8
Liverpool,Bus,93.6,1.2,18-24,Sunny,No Peak,Weekend,1,21,8,1.15,1.38,3.744,4118.4
Manchester,Bus,84.7,1.7,25-34,Cloudy,Peak,Weekend,1,30,7,1.64,2.788,3.388,3726.8
Newcastle,Bus,138.5,1.6,45-54,Sunny,No Peak,Weekend,1,50,5,1.15,1.84,5.54,6094
Manchester,Bus,98.9,1.3,55-64,Rain,No Peak,Weekend,3,60,4,1.72,2.236,3.956,4351.6
Birmingham,Bus,187.3,1.4,25-34,Rain,Peak,Weekend,1,30,7,1.94,2.716,7.492,8241.2
London,Bus,98,0.7,18-24,Cloudy,No Peak,Weekend,4,21,8,1.52,1.064,3.92,4312
Manchester,Bus,58.2,1,45-54,Rain,Peak,Weekend,3,50,5,2.24,2.24,2.328,2560.8
Manchester,Bus,106.9,1.7,25-34,Rain,Peak,Weekday,4,30,7,2.03,3.451,4.276,4703.6
London,Bus,82.3,1.1,25-34,Rain,Peak,Weekend,3,30,7,2.24,2.464,3.292,3621.2
Birmingham,Bus,118.9,1.3,35-44,Rain,Peak,Weekday,1,40,6,1.69,2.197,4.756,5231.6
Bristol,Bus,85.9,1.5,18-24,Cloudy,Peak,Weekday,3,21,8,1.64,2.46,3.436,3779.6
London,Bus,128.4,1.5,18-24,Rain,Peak,Weekend,4,21,8,2.33,3.495,5.136,5649.6
Newcastle,Bus,77.9,2.1,18-24,Rain,Peak,Weekend,1,21,8,1.94,4.074,3.116,3427.6
Manchester,Bus,121.4,1.1,25-34,Sunny,Peak,Weekend,3,30,7,1.72,1.892,4.856,5341.6
Bristol,Bus,120,1.6,18-24,Rain,Peak,Weekday,1,21,8,1.69,2.704,4.8,5280
Manchester,Bus,95.9,1,18-24,Rain,Peak,Weekday,1,21,8,1.69,1.69,3.836,4219.6
London,Bus,108,1.3,18-24,Rain,Peak,Weekday,4,21,8,2.03,2.639,4.32,4752
Bristol,Bus,152.3,1.7,45-54,Rain,No Peak,Weekday,1,50,5,1.3,2.21,6.092,6701.2
Liverpool,Bus,71.4,1.5,25-34,Cloudy,No Peak,Weekend,1,30,7,1.26,1.89,2.856,3141.6
Birmingham,Bus,111.5,2,35-44,Cloudy,Peak,Weekday,4,40,6,1.72,3.44,4.46,4906
Manchester,Bus,49.5,1.1,45-54,Cloudy,Peak,Weekend,3,50,5,1.89,2.079,1.98,2178
Newcastle,Bus,88.8,1.1,18-24,Sunny,Peak,Weekday,3,21,8,1.5,1.65,3.552,3907.2
Manchester,Bus,103,1.8,25-34,Cloudy,No Peak,Weekday,1,30,7,1.1,1.98,4.12,4532
Bristol,Bus,74.1,1.7,18-24,Rain,Peak,Weekend,1,21,8,1.94,3.298,2.964,3260.4
Manchester,Bus,74.3,1.5,35-44,Cloudy,No Peak,Weekend,1,40,6,1.26,1.89,2.972,3269.2
Manchester,Bus,70.3,1.6,65+,Sunny,No Peak,Weekday,1,68,4,1,1.6,2.812,3093.2
Newcastle,Bus,98.7,1.9,18-24,Rain,No Peak,Weekday,3,21,8,1.5,2.85,3.948,4342.8
Manchester,Bus,106.6,1.1,18-24,Sunny,No Peak,Weekday,1,21,8,1,1.1,4.264,4690.4
Liverpool,Bus,115.2,1.5,45-54,Cloudy,Peak,Weekday,3,50,5,1.64,2.46,4.608,5068.8
Newcastle,Bus,74.6,1.9,55-64,Rain,Peak,Weekday,1,60,4,1.69,3.211,2.984,3282.4
Newcastle,Bus,71.2,1,55-64,Rain,No Peak,Weekend,3,60,4,1.72,1.72,2.848,3132.8
Bristol,Bus,158.3,1.7,35-44,Rain,No Peak,Weekday,3,40,6,1.5,2.55,6.332,6965.2
Manchester,Bus,148.1,1.4,55-64,Rain,Peak,Weekday,4,60,4,2.03,2.842,5.924,6516.4
Manchester,Bus,69,1.2,45-54,Rain,No Peak,Weekday,1,50,5,1.3,1.56,2.76,3036
Liverpool,Bus,85.3,1.9,18-24,Rain,Peak,Weekend,3,21,8,2.24,4.256,3.412,3753.2
Manchester,Bus,137.8,1.2,25-34,Rain,No Peak,Weekday,4,30,7,1.56,1.872,5.512,6063.2
Manchester,Bus,71.4,1,55-64,Rain,Peak,Weekend,3,60,4,2.24,2.24,2.856,3141.6
Liverpool,Bus,94.2,1.6,18-24,Rain,Peak,Weekend,3,21,8,2.24,3.584,3.768,4144.8
Newcastle,Bus,59.5,1.8,25-34,Cloudy,Peak,Weekday,1,30,7,1.43,2.574,2.38,2618
Liverpool,Bus,76.1,1.7,18-24,Rain,No Peak,Weekday,1,21,8,1.3,2.21,3.044,3348.4
Bristol,Bus,79.9,1.6,18-24,Cloudy,Peak,Weekday,4,21,8,1.72,2.752,3.196,3515.6
Birmingham,Bus,78.4,1.7,18-24,Rain,Peak,Weekday,3,21,8,1.94,3.298,3.136,3449.6
Birmingham,Bus,148.7,1.7,55-64,Cloudy,No Peak,Weekday,3,60,4,1.26,2.142,5.948,6542.8
Liverpool,Bus,124.6,1.6,18-24,Sunny,Peak,Weekday,4,21,8,1.56,2.496,4.984,5482.4
Birmingham,Bus,78.6,1.4,25-34,Rain,No Peak,Weekend,1,30,7,1.5,2.1,3.144,3458.4
Newcastle,Bus,40.8,1.8,18-24,Rain,Peak,Weekday,3,21,8,1.94,3.492,1.632,1795.2
London,Bus,91.3,2,55-64,Sunny,Peak,Weekday,1,60,4,1.3,2.6,3.652,4017.2
Bristol,Bus,104.5,1.8,55-64,Cloudy,No Peak,Weekend,3,60,4,1.45,2.61,4.18,4598
Liverpool,Bus,130.2,1.1,35-44,Cloudy,No Peak,Weekend,1,40,6,1.26,1.386,5.208,5728.8
Manchester,Bus,61.7,1.3,35-44,Cloudy,Peak,Weekend,3,40,6,1.89,2.457,2.468,2714.8
London,Bus,53.6,1.2,25-34,Rain,Peak,Weekend,3,30,7,2.24,2.688,2.144,2358.4
Manchester,Bus,113.4,1.3,35-44,Rain,Peak,Weekend,1,40,6,1.94,2.522,4.536,4989.6
Newcastle,Bus,129.2,2.2,55-64,Cloudy,No Peak,Weekend,4,60,4,1.52,3.344,5.168,5684.8
London,Bus,89.7,1.5,35-44,Cloudy,Peak,Weekday,3,40,6,1.64,2.46,3.588,3946.8
Manchester,Bus,135.1,1.4,35-44,Cloudy,Peak,Weekday,1,40,6,1.43,2.002,5.404,5944.4
Liverpool,Bus,90.9,1.5,25-34,Rain,Peak,Weekend,3,30,7,2.24,3.36,3.636,3999.6
Liverpool,Bus,135.2,1.4,35-44,Cloudy,Peak,Weekday,4,40,6,1.72,2.408,5.408,5948.8
Birmingham,Train,125.2,1.9,55-64,Rain,Peak,Weekend,1,60,4,1.26,2.394,67.608,7136.4
Birmingham,Train,106.9,1.9,65+,Sunny,Peak,Weekday,1,68,4,1.1,2.09,57.726,6093.3
London,Train,69.4,1.4,45-54,Rain,No Peak,Weekend,1,50,5,1.15,1.61,37.476,3955.8
Bristol,Train,102.5,1.9,18-24,Rain,Peak,Weekend,3,21,8,1.45,2.755,55.35,5842.5
London,Train,92.5,2.1,18-24,Rain,Peak,Weekend,4,21,8,1.52,3.192,49.95,5272.5
Liverpool,Train,91.5,1.2,25-34,Cloudy,Peak,Weekday,1,30,7,1.1,1.32,49.41,5215.5
Manchester,Train,7.9,1.4,18-24,Cloudy,Peak,Weekend,4,21,8,1.52,2.128,4.266,450.3
Liverpool,Train,128.3,1.8,45-54,Rain,Peak,Weekend,4,50,5,1.52,2.736,69.282,7313.1
Bristol,Train,86.6,0.9,18-24,Rain,Peak,Weekday,3,21,8,1.26,1.134,46.764,4936.2
Manchester,Train,97,1.2,25-34,Rain,Peak,Weekend,1,30,7,1.26,1.512,52.38,5529
Newcastle,Train,95.8,1.6,45-54,Cloudy,No Peak,Weekday,1,50,5,1,1.6,51.732,5460.6
Bristol,Train,50.4,1.6,45-54,Rain,Peak,Weekday,3,50,5,1.26,2.016,27.216,2872.8
Manchester,Train,63.9,1.6,25-34,Cloudy,Peak,Weekend,4,30,7,1.52,2.432,34.506,3642.3
Newcastle,Train,76.1,1.6,25-34,Rain,Peak,Weekday,3,30,7,1.26,2.016,41.094,4337.7
Birmingham,Train,46.8,1.3,45-54,Rain,Peak,Weekend,3,50,5,1.45,1.885,25.272,2667.6
Manchester,Train,122.3,1.7,55-64,Cloudy,Peak,Weekday,1,60,4,1.1,1.87,66.042,6971.1
Newcastle,Train,124.6,1.3,18-24,Sunny,Peak,Weekday,3,21,8,1.26,1.638,67.284,7102.2
Birmingham,Train,68.1,1.6,55-64,Sunny,No Peak,Weekday,4,60,4,1.2,1.92,36.774,3881.7
Manchester,Train,59.4,1.6,35-44,Rain,Peak,Weekday,3,40,6,1.26,2.016,32.076,3385.8
London,Train,116.3,1.7,65+,Rain,No Peak,Weekend,3,68,4,1.32,2.244,62.802,6629.1
Manchester,Train,114,1.5,35-44,Rain,No Peak,Weekend,3,40,6,1.32,1.98,61.56,6498
Manchester,Train,146.5,1.5,25-34,Rain,No Peak,Weekday,3,30,7,1.15,1.725,79.11,8350.5
Liverpool,Train,116.3,1.1,18-24,Rain,No Peak,Weekend,1,21,8,1.15,1.265,62.802,6629.1
London,Train,137.1,1.2,25-34,Rain,No Peak,Weekend,3,30,7,1.32,1.584,74.034,7814.7
Manchester,Train,88,1.7,55-64,Cloudy,Peak,Weekend,1,60,4,1.26,2.142,47.52,5016
Liverpool,Train,148.3,1.9,18-24,Sunny,Peak,Weekday,1,21,8,1.1,2.09,80.082,8453.1
Newcastle,Train,135.6,1.7,55-64,Cloudy,No Peak,Weekday,4,60,4,1.2,2.04,73.224,7729.2
Newcastle,Train,115.7,1.9,18-24,Rain,Peak,Weekday,1,21,8,1.1,2.09,62.478,6594.9
London,Train,135.2,1.7,18-24,Cloudy,Peak,Weekend,3,21,8,1.45,2.465,73.008,7706.4
Newcastle,Train,95.2,1.3,25-34,Sunny,No Peak,Weekday,1,30,7,1,1.3,51.408,5426.4
Birmingham,Train,122.2,1.3,18-24,Cloudy,Peak,Weekend,4,21,8,1.52,1.976,65.988,6965.4
London,Train,75.1,1.3,18-24,Cloudy,No Peak,Weekday,1,21,8,1,1.3,40.554,4280.7
Liverpool,Train,97.5,1.7,35-44,Sunny,No Peak,Weekend,3,40,6,1.32,2.244,52.65,5557.5
Manchester,Train,105.5,1.5,18-24,Rain,Peak,Weekend,1,21,8,1.26,1.89,56.97,6013.5
London,Train,31.3,1.5,18-24,Rain,Peak,Weekday,1,21,8,1.1,1.65,16.902,1784.1
Bristol,Train,31.7,1.3,25-34,Cloudy,Peak,Weekday,4,30,7,1.32,1.716,17.118,1806.9
London,Train,88.1,2,35-44,Rain,Peak,Weekend,2,40,6,1.39,2.78,47.574,5021.7
Manchester,Train,46.6,1.5,35-44,Cloudy,Peak,Weekday,2,40,6,1.21,1.815,25.164,2656.2
London,Train,113.2,1.3,25-34,Rain,No Peak,Weekday,2,30,7,1.1,1.43,61.128,6452.4
London,Train,110.1,1.9,18-24,Rain,No Peak,Weekend,2,21,8,1.26,2.394,59.454,6275.7
Birmingham,Train,91.3,1.3,18-24,Sunny,Peak,Weekend,2,21,8,1.39,1.807,49.302,5204.1
Newcastle,Train,121.3,1.3,55-64,Cloudy,Peak,Weekday,2,60,4,1.21,1.573,65.502,6914.1
London,Train,150.2,1.1,25-34,Cloudy,Peak,Weekend,2,30,7,1.39,1.529,81.108,8561.4
Bristol,Train,85.3,1.4,25-34,Sunny,No Peak,Weekend,2,30,7,1.26,1.764,46.062,4862.1
Newcastle,Train,78.9,1.2,55-64,Cloudy,Peak,Weekend,2,60,4,1.39,1.668,42.606,4497.3
Birmingham,Train,97.9,1.4,65+,Cloudy,Peak,Weekend,2,68,4,1.39,1.946,52.866,5580.3
London,Train,92.7,1.7,25-34,Sunny,No Peak,Weekend,2,30,7,1.26,2.142,50.058,5283.9
London,Train,112.1,1.5,55-64,Sunny,Peak,Weekday,2,60,4,1.21,1.815,60.534,6389.7
Manchester,Train,75.4,1.8,35-44,Rain,No Peak,Weekday,2,40,6,1.1,1.98,40.716,4297.8
Bristol,Train,97.3,1.1,18-24,Rain,No Peak,Weekend,2,21,8,1.26,1.386,52.542,5546.1
London,Train,82.9,1.7,25-34,Cloudy,Peak,Weekday,2,30,7,1.21,2.057,44.766,4725.3
Liverpool,Train,129.9,1.4,25-34,Sunny,Peak,Weekend,2,30,7,1.39,1.946,70.146,7404.3
London,Train,75.8,1.6,45-54,Cloudy,Peak,Weekday,2,50,5,1.21,1.936,40.932,4320.6
Manchester,Train,99.5,1.9,55-64,Rain,No Peak,Weekend,2,60,4,1.26,2.394,53.73,5671.5
Birmingham,Train,72.3,1.5,35-44,Rain,Peak,Weekday,2,40,6,1.21,1.815,39.042,4121.1
Bristol,Train,68.2,1.9,45-54,Rain,No Peak,Weekday,2,50,5,1.1,2.09,36.828,3887.4
Manchester,Train,98.2,1.8,45-54,Sunny,Peak,Weekday,2,50,5,1.21,2.178,53.028,5597.4
London,Train,192.9,1.6,35-44,Sunny,Peak,Weekend,2,40,6,1.39,2.224,104.166,10995.3
Newcastle,Train,50.9,1,18-24,Cloudy,No Peak,Weekend,2,21,8,1.26,1.26,27.486,2901.3
Newcastle,Train,188.4,1.9,35-44,Rain,Peak,Weekday,2,40,6,1.21,2.299,101.736,10738.8
Manchester,Train,130.1,1.8,25-34,Rain,Peak,Weekday,2,30,7,1.21,2.178,70.254,7415.7
Manchester,Train,51.7,1.4,35-44,Sunny,No Peak,Weekend,2,40,6,1.26,1.764,27.918,2946.9
Newcastle,Train,89.3,1.4,35-44,Cloudy,Peak,Weekday,2,40,6,1.21,1.694,48.222,5090.1
London,Train,135.7,1.1,35-44,Rain,Peak,Weekday,2,40,6,1.21,1.331,73.278,7734.9
Manchester,Train,90,1.6,35-44,Rain,No Peak,Weekday,2,40,6,1.1,1.76,48.6,5130
Bristol,Train,113.2,1.6,35-44,Rain,Peak,Weekend,2,40,6,1.39,2.224,61.128,6452.4
Birmingham,Train,78.7,2.1,18-24,Cloudy,No Peak,Weekday,2,21,8,1.1,2.31,42.498,4485.9
Bristol,Train,72,2.3,55-64,Rain,No Peak,Weekday,2,60,4,1.1,2.53,38.88,4104
London,Train,104.2,2.1,35-44,Cloudy,Peak,Weekday,2,40,6,1.21,2.541,56.268,5939.4
Manchester,Train,55.3,1,25-34,Rain,No Peak,Weekday,2,30,7,1.1,1.1,29.862,3152.1
London,Train,106.1,1.6,18-24,Rain,Peak,Weekend,2,21,8,1.39,2.224,57.294,6047.7
Bristol,Train,85.5,1.5,45-54,Cloudy,No Peak,Weekday,2,50,5,1.1,1.65,46.17,4873.5
Liverpool,Train,56.8,1.3,18-24,Rain,Peak,Weekday,2,21,8,1.21,1.573,30.672,3237.6
Manchester,Train,67.9,1.1,55-64,Cloudy,Peak,Weekend,2,60,4,1.39,1.529,36.666,3870.3
Newcastle,Train,117.7,1.7,25-34,Cloudy,No Peak,Weekday,2,30,7,1.1,1.87,63.558,6708.9
Newcastle,Train,93,1.7,18-24,Rain,No Peak,Weekend,2,21,8,1.26,2.142,50.22,5301
Bristol,Train,43.3,1.9,18-24,Cloudy,No Peak,Weekday,2,21,8,1.1,2.09,23.382,2468.1
Birmingham,Train,125.7,1.2,18-24,Rain,Peak,Weekday,2,21,8,1.21,1.452,67.878,7164.9
Newcastle,Train,91.3,1.1,18-24,Rain,No Peak,Weekend,2,21,8,1.26,1.386,49.302,5204.1
Newcastle,Train,71.9,1.5,25-34,Cloudy,No Peak,Weekend,2,30,7,1.26,1.89,38.826,4098.3
Liverpool,Train,132.7,1.8,18-24,Cloudy,Peak,Weekend,2,21,8,1.39,2.502,71.658,7563.9
Liverpool,Train,105.9,1.6,45-54,Rain,Peak,Weekday,2,50,5,1.21,1.936,57.186,6036.3
Liverpool,Train,124.6,1.2,35-44,Sunny,Peak,Weekend,2,40,6,1.39,1.668,67.284,7102.2
Bristol,Train,144.1,1.4,25-34,Rain,Peak,Weekday,2,30,7,1.21,1.694,77.814,8213.7
Newcastle,Train,98.4,1.4,25-34,Rain,Peak,Weekend,2,30,7,1.39,1.946,53.136,5608.8
Manchester,Train,78.1,1.2,18-24,Rain,Peak,Weekend,2,21,8,1.39,1.668,42.174,4451.7
London,Train,112.4,1.2,25-34,Cloudy,No Peak,Weekend,2,30,7,1.26,1.512,60.696,6406.8
Manchester,Train,126,1.1,55-64,Rain,Peak,Weekday,2,60,4,1.21,1.331,68.04,7182
Liverpool,Train,118.6,1.5,55-64,Rain,Peak,Weekday,2,60,4,1.21,1.815,64.044,6760.2
Bristol,Train,98.9,1.6,25-34,Sunny,Peak,Weekday,2,30,7,1.21,1.936,53.406,5637.3
Manchester,Train,76.7,1.7,25-34,Cloudy,Peak,Weekend,2,30,7,1.39,2.363,41.418,4371.9
Newcastle,Train,101.2,1,45-54,Rain,Peak,Weekend,2,50,5,1.39,1.39,54.648,5768.4
Birmingham,Train,97.9,1.4,45-54,Rain,No Peak,Weekend,2,50,5,1.26,1.764,52.866,5580.3
Manchester,Train,181,1.6,45-54,Cloudy,Peak,Weekday,2,50,5,1.21,1.936,97.74,10317
Manchester,Train,90.7,1.7,18-24,Cloudy,No Peak,Weekend,2,21,8,1.26,2.142,48.978,5169.9
London,Train,69.5,1.9,35-44,Sunny,Peak,Weekend,2,40,6,1.39,2.641,37.53,3961.5
Bristol,Train,95.4,1.2,25-34,Cloudy,Peak,Weekday,2,30,7,1.21,1.452,51.516,5437.8
Manchester,Train,127.5,1.7,25-34,Cloudy,No Peak,Weekend,2,30,7,1.26,2.142,68.85,7267.5
London,Train,52.6,1.5,35-44,Cloudy,No Peak,Weekend,2,40,6,1.26,1.89,28.404,2998.2
London,Train,122.8,1.6,18-24,Rain,Peak,Weekday,2,21,8,1.21,1.936,66.312,6999.6
Birmingham,Train,62.9,1.6,18-24,Cloudy,Peak,Weekday,2,21,8,1.21,1.936,33.966,3585.3
Birmingham,Train,76,1.9,18-24,Rain,No Peak,Weekend,2,21,8,1.26,2.394,41.04,4332
Birmingham,Train,79.3,1.9,25-34,Sunny,No Peak,Weekend,2,30,7,1.26,2.394,42.822,4520.1
Bristol,Train,98,1.2,25-34,Rain,Peak,Weekday,2,30,7,1.21,1.452,52.92,5586
Manchester,Train,149.4,2.1,35-44,Rain,Peak,Weekday,2,40,6,1.21,2.541,80.676,8515.8
London,Train,123.9,1.1,55-64,Rain,No Peak,Weekday,2,60,4,1.1,1.21,66.906,7062.3
Manchester,Train,77,1.5,35-44,Rain,No Peak,Weekend,2,40,6,1.26,1.89,41.58,4389
Newcastle,Train,185.4,1.4,35-44,Rain,No Peak,Weekday,2,40,6,1.1,1.54,100.116,10567.8
Liverpool,Train,75.7,1.7,45-54,Rain,Peak,Weekend,2,50,5,1.39,2.363,40.878,4314.9
Birmingham,Train,111.3,1.9,18-24,Sunny,Peak,Weekend,2,21,8,1.39,2.641,60.102,6344.1
Bristol,Train,122.6,1.7,45-54,Rain,No Peak,Weekend,2,50,5,1.26,2.142,66.204,6988.2
Newcastle,Train,116.1,1.9,25-34,Rain,Peak,Weekday,2,30,7,1.21,2.299,62.694,6617.7
Liverpool,Train,106.1,2.1,18-24,Sunny,No Peak,Weekday,2,21,8,1.1,2.31,57.294,6047.7
Bristol,Train,106.4,1.7,25-34,Sunny,Peak,Weekday,2,30,7,1.21,2.057,57.456,6064.8
London,Train,60.8,1.6,25-34,Rain,No Peak,Weekday,2,30,7,1.1,1.76,32.832,3465.6
Manchester,Train,90.9,1.6,25-34,Rain,Peak,Weekday,2,30,7,1.21,1.936,49.086,5181.3
Birmingham,Train,73.2,1,55-64,Rain,No Peak,Weekend,2,60,4,1.26,1.26,39.528,4172.4
London,Train,115.9,1.4,18-24,Cloudy,No Peak,Weekday,2,21,8,1.1,1.54,62.586,6606.3
London,Train,96.8,1.2,18-24,Sunny,Peak,Weekend,2,21,8,1.39,1.668,52.272,5517.6
London,Train,47.6,1.5,18-24,Sunny,No Peak,Weekday,2,21,8,1.1,1.65,25.704,2713.2
Manchester,Train,150.3,1.6,35-44,Sunny,Peak,Weekend,2,40,6,1.39,2.224,81.162,8567.1
Bristol,Train,123.1,1.7,18-24,Sunny,No Peak,Weekend,2,21,8,1.26,2.142,66.474,7016.7
Bristol,Train,92.4,1.3,55-64,Rain,No Peak,Weekend,2,60,4,1.26,1.638,49.896,5266.8
Liverpool,Train,173.3,1.4,45-54,Rain,Peak,Weekday,2,50,5,1.21,1.694,93.582,9878.1
Birmingham,Train,103.2,1,45-54,Rain,Peak,Weekday,2,50,5,1.21,1.21,55.728,5882.4
London,Train,107.9,2,35-44,Cloudy,Peak,Weekday,2,40,6,1.21,2.42,58.266,6150.3
Bristol,Train,110.5,1.4,35-44,Cloudy,Peak,Weekday,2,40,6,1.21,1.694,59.67,6298.5
Manchester,Train,60.2,1.5,65+,Cloudy,No Peak,Weekday,2,68,4,1.1,1.65,32.508,3431.4
Newcastle,Train,69.4,2.3,25-34,Rain,Peak,Weekend,2,30,7,1.39,3.197,37.476,3955.8
London,Train,93,2,35-44,Rain,Peak,Weekday,2,40,6,1.21,2.42,50.22,5301
Liverpool,Train,121.4,1.3,25-34,Cloudy,No Peak,Weekend,2,30,7,1.26,1.638,65.556,6919.8
London,Train,105.5,1.8,25-34,Rain,No Peak,Weekend,2,30,7,1.26,2.268,56.97,6013.5
Bristol,Train,126.8,1.2,25-34,Cloudy,No Peak,Weekend,2,30,7,1.26,1.512,68.472,7227.6
Newcastle,Train,80.8,1.5,18-24,Rain,No Peak,Weekday,2,21,8,1.1,1.65,43.632,4605.6
Liverpool,Train,145.9,1.9,25-34,Cloudy,No Peak,Weekend,2,30,7,1.26,2.394,78.786,8316.3
Bristol,Train,98,1.6,18-24,Cloudy,Peak,Weekday,2,21,8,1.21,1.936,52.92,5586
Manchester,Train,159.4,1.9,35-44,Cloudy,No Peak,Weekday,2,40,6,1.1,2.09,86.076,9085.8
